name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,lane_cap,link_type,jam_density,wave_speed,demand_type_code,mode_code,network_design_flag,grade,geometry,original_geometry,map_matching_orientation_code,map_matching_loop_code,additional_lanes_on_left_side,length_of_left_side_lanes,additional_lanes_on_right_side,length_of_right_side_lanes
South Country Club Way,537091870,,,,42023948,42023957,,2,0.093427,2,-1,,,,,,,,,"<LineString><coordinates>-111.900597,33.382446,0.0 -111.9005955,33.3820784,0.0 -111.9005935,33.3816058,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,537091870,,,,42023948,41819073,,2,0.090584,2,-1,,,,,,,,,"<LineString><coordinates>-111.900597,33.382446,0.0 -111.900597,33.3828596,0.0 -111.9006037,33.3832606,0.0</coordinates></LineString>",,,,,,,
East Minton Drive,5687221,,,,42023957,42404819,,2,0.088242,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9005935,33.3816058,0.0 -111.9002673,33.3816202,0.0 -111.900134,33.3816539,0.0 -111.8998978,33.3816964,0.0 -111.8996579,33.3817277,0.0</coordinates></LineString>",,,,,,,
East Minton Drive,5687221,,,,42023957,42454844,,2,0.355645,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9005935,33.3816058,0.0 -111.9016664,33.3815987,0.0 -111.9030654,33.3816632,0.0 -111.9044216,33.381656,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,537091870,,,,42023957,42023965,,2,0.19845299999999996,2,-1,,,,,,,,,"<LineString><coordinates>-111.9005935,33.3816058,0.0 -111.9005991,33.3812177,0.0 -111.9006193,33.3798212,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,537091870,,,,42023957,42023948,,2,0.093427,2,-1,,,,,,,,,"<LineString><coordinates>-111.9005935,33.3816058,0.0 -111.9005955,33.3820784,0.0 -111.900597,33.382446,0.0</coordinates></LineString>",,,,,,,
East Dunbar Drive,5654270,,,,42023965,42203025,,2,0.088477,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9006193,33.3798212,0.0 -111.9001421,33.3798143,0.0 -111.8996665,33.3798141,0.0</coordinates></LineString>",,,,,,,
East Dunbar Drive,5654270,,,,42023965,42203022,,2,0.08766499999999999,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9006193,33.3798212,0.0 -111.9011139,33.3798181,0.0 -111.9015634,33.3798149,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,"[537091868, 537091870]",,,,42023965,42023979,,2,0.15018800000000002,3,-1,,,,,,,,,"<LineString><coordinates>-111.9006193,33.3798212,0.0 -111.9006185,33.379424,0.0 -111.9006263,33.3789249,0.0 -111.9006286,33.3787922,0.0 -111.9006313,33.3786264,0.0 -111.9006316,33.3786062,0.0 -111.9006326,33.3784706,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,537091870,,,,42023965,42023957,,2,0.19845299999999996,2,-1,,,,,,,,,"<LineString><coordinates>-111.9006193,33.3798212,0.0 -111.9005991,33.3812177,0.0 -111.9005935,33.3816058,0.0</coordinates></LineString>",,,,,,,
East Apache Boulevard,"[30030715, 436928215]",,,,2226699298,330673801,,1,0.253436,3,-1,,,,,,,,,"<LineString><coordinates>-111.8889937,33.4147228,0.0 -111.8888356,33.414724,0.0 -111.8887305,33.4147264,0.0 -111.8884809,33.4147266,0.0 -111.8873389,33.4147233,0.0 -111.8870385,33.4147262,0.0 -111.8864731,33.4147318,0.0 -111.8862633,33.4147339,0.0</coordinates></LineString>",,,,,,,
East Baseline Road,5667330,,,,42023979,41896229,,2,0.317651,7,-1,,,,,,,,,"<LineString><coordinates>-111.9006326,33.3784706,0.0 -111.9005275,33.3784705,0.0 -111.9001421,33.3784684,0.0 -111.8972117,33.3784524,0.0</coordinates></LineString>",,,,,,,
East Baseline Road,"[437372901, 437372902]",,,,42023979,42401012,,2,0.20094700000000001,7,-1,,,,,,,,,"<LineString><coordinates>-111.9006326,33.3784706,0.0 -111.9007589,33.3784707,0.0 -111.9012857,33.378469,0.0 -111.9015971,33.378468,0.0 -111.9027967,33.378464,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,"[537091868, 537091870]",,,,42023979,42023965,,2,0.150188,3,-1,,,,,,,,,"<LineString><coordinates>-111.9006326,33.3784706,0.0 -111.9006316,33.3786062,0.0 -111.9006313,33.3786264,0.0 -111.9006286,33.3787922,0.0 -111.9006263,33.3789249,0.0 -111.9006185,33.379424,0.0 -111.9006193,33.3798212,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,"[5646202, 537091869]",,,,42023979,41653465,,2,0.064993,3,-1,,,,,,,,,"<LineString><coordinates>-111.9006326,33.3784706,0.0 -111.9006338,33.3783082,0.0 -111.9006338,33.3781146,0.0 -111.9006338,33.3778861,0.0</coordinates></LineString>",,,,,,,
East Sarah Lane,28739301,,,,316505136,41672733,,2,0.110141,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9096659,33.3322762,0.0 -111.9094599,33.3322188,0.0 -111.9086804,33.3322418,0.0 -111.9085173,33.3323206,0.0</coordinates></LineString>",,,,,,,
South la Rosa Drive,5639979,,,,41942066,41565870,,2,0.169226,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9305859,33.3808469,0.0 -111.9296761,33.3821656,0.0</coordinates></LineString>",,,,,,,
South la Rosa Drive,5639979,,,,41942066,41710793,,2,0.099058,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9305859,33.3808469,0.0 -111.9308004,33.380467,0.0 -111.9309884,33.3800231,0.0</coordinates></LineString>",,,,,,,
East Minton Drive,5687223,,,,41942066,2704838923,,2,0.22046900000000003,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9305859,33.3808469,0.0 -111.9299696,33.3805789,0.0 -111.929818,33.3805129,0.0 -111.9297619,33.3804885,0.0 -111.9297403,33.3804766,0.0 -111.9293938,33.3802853,0.0 -111.9293264,33.3802481,0.0 -111.9292555,33.380209,0.0 -111.9292287,33.3801963,0.0 -111.9288177,33.3800012,0.0 -111.9287067,33.3799654,0.0 -111.9285055,33.3799004,0.0</coordinates></LineString>",,,,,,,
East Duke Drive,5668469,,,,42023994,42413080,,2,0.040652,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9006338,33.3770762,0.0 -111.900196,33.3770762,0.0</coordinates></LineString>",,,,,,,
East Duke Drive,5668469,,,,42023994,42413079,,2,0.035897,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9006338,33.3770762,0.0 -111.90102,33.3770618,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,5646202,,,,42023994,42024000,,2,0.09086099999999998,2,-1,,,,,,,,,"<LineString><coordinates>-111.9006338,33.3770762,0.0 -111.9006382,33.3766609,0.0 -111.9006424,33.3762591,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,5646202,,,,42023994,41653465,,2,0.090057,2,-1,,,,,,,,,"<LineString><coordinates>-111.9006338,33.3770762,0.0 -111.9006338,33.3774726,0.0 -111.9006338,33.3778861,0.0</coordinates></LineString>",,,,,,,
South la Rosa Drive,5639979,,,,41942079,41942087,,2,0.117533,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9311632,33.3792981,0.0 -111.9311695,33.379263,0.0 -111.9311953,33.3788974,0.0 -111.9312024,33.3787754,0.0 -111.931221,33.3782425,0.0</coordinates></LineString>",,,,,,,
South la Rosa Drive,5639979,,,,41942079,41710793,,2,0.08232900000000001,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9311632,33.3792981,0.0 -111.931098,33.3796586,0.0 -111.9309884,33.3800231,0.0</coordinates></LineString>",,,,,,,
East Dunbar Drive,5654271,,,,41942079,42203036,,2,0.38172400000000006,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9311632,33.3792981,0.0 -111.9324535,33.3796138,0.0 -111.9328225,33.379664,0.0 -111.933391,33.3796743,0.0 -111.9345797,33.3796957,0.0 -111.9352146,33.3797071,0.0</coordinates></LineString>",,,,,,,
East Harvard Drive,5654882,,,,42024000,42211701,,2,0.129119,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9006424,33.3762591,0.0 -111.8992519,33.3762663,0.0</coordinates></LineString>",,,,,,,
East Harvard Drive,5654882,,,,42024000,42211697,,2,0.035072000000000006,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9006424,33.3762591,0.0 -111.90102,33.3762519,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,5646202,,,,42024000,41855860,,2,0.0781,2,-1,,,,,,,,,"<LineString><coordinates>-111.9006424,33.3762591,0.0 -111.9006346,33.3758933,0.0 -111.9006338,33.3758577,0.0 -111.9005565,33.3755638,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,5646202,,,,42024000,42023994,,2,0.09086099999999998,2,-1,,,,,,,,,"<LineString><coordinates>-111.9006424,33.3762591,0.0 -111.9006382,33.3766609,0.0 -111.9006338,33.3770762,0.0</coordinates></LineString>",,,,,,,
West 2nd Street,5601491,,,,41614401,41614402,,2,0.06613,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9457708,33.4281466,0.0 -111.9464832,33.4281609,0.0</coordinates></LineString>",,,,,,,
South Wilson Street,5639625,,,,41614401,41605270,,2,0.109919,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9457708,33.4281466,0.0 -111.9457793,33.4291351,0.0</coordinates></LineString>",,,,,,,
South Wilson Street,5639625,,,,41614401,3299517567,,2,0.19105599999999998,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9457708,33.4281466,0.0 -111.9457708,33.4281127,0.0 -111.9457713,33.4276848,0.0 -111.945772,33.4271033,0.0 -111.9457728,33.4264284,0.0</coordinates></LineString>",,,,,,,
West 2nd Street,5601491,,,,41614402,41614401,,2,0.06613,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9464832,33.4281609,0.0 -111.9457708,33.4281466,0.0</coordinates></LineString>",,,,,,,
nan,"[5574536, 311186749]",,,,255736900,3862347396,,1,0.6914089999999999,1,-1,,,,,,,,,"<LineString><coordinates>-111.8954228,33.3861908,0.0 -111.8957887,33.386127,0.0 -111.8959537,33.3861037,0.0 -111.8961546,33.386081,0.0 -111.8963554,33.3860638,0.0 -111.8974837,33.3860404,0.0 -111.8976015,33.3860386,0.0 -111.8985574,33.3860312,0.0 -111.8997165,33.3860272,0.0 -111.9003734,33.3860243,0.0 -111.9028561,33.3860301,0.0</coordinates></LineString>",,,,,,,
South la Rosa Drive,5639979,,,,41942087,41942079,,2,0.117533,-1,-1,,,,,,,,,"<LineString><coordinates>-111.931221,33.3782425,0.0 -111.9312024,33.3787754,0.0 -111.9311953,33.3788974,0.0 -111.9311695,33.379263,0.0 -111.9311632,33.3792981,0.0</coordinates></LineString>",,,,,,,
East Baseline Road,"[436907098, 436910134]",,,,41942087,2974049890,,2,0.23510399999999998,7,72.45,,,,,,,,,"<LineString><coordinates>-111.931221,33.3782425,0.0 -111.9304657,33.3782492,0.0 -111.9303133,33.3782501,0.0 -111.9299443,33.3782524,0.0 -111.9295857,33.3782546,0.0 -111.9294302,33.3782555,0.0 -111.9288883,33.378258,0.0 -111.9286891,33.3782589,0.0</coordinates></LineString>",,,,,,,
East Baseline Road,"[436910137, 436907098]",,,,41942087,42304379,,2,0.37507799999999997,7,-1,,,,,,,,,"<LineString><coordinates>-111.931221,33.3782425,0.0 -111.931942,33.3782402,0.0 -111.932053,33.3782398,0.0 -111.9321045,33.3782396,0.0 -111.9327023,33.3782377,0.0 -111.9346055,33.3782314,0.0 -111.9351443,33.3782296,0.0 -111.9352604,33.3782292,0.0</coordinates></LineString>",,,,,,,
nan,5574536,,,,255736909,255736900,,1,0.44274700000000006,1,-1,,,,,,,,,"<LineString><coordinates>-111.8907039,33.3858465,0.0 -111.8920968,33.3859325,0.0 -111.8922039,33.385939,0.0 -111.89235,33.385948,0.0 -111.892519,33.3859583,0.0 -111.8927349,33.3859737,0.0 -111.8929403,33.3860003,0.0 -111.8931456,33.3860398,0.0 -111.8935014,33.3861186,0.0 -111.8938314,33.3861931,0.0 -111.8939901,33.3862252,0.0 -111.8940666,33.3862336,0.0 -111.8942273,33.3862511,0.0 -111.8943924,33.3862585,0.0 -111.8945951,33.3862622,0.0 -111.8947549,33.3862597,0.0 -111.8950249,33.3862326,0.0 -111.8954228,33.3861908,0.0</coordinates></LineString>",,,,,,,
Superstition Freeway,119089385,,,,255736909,41199641,,1,0.755906,4,104.65,,,,,,,,,"<LineString><coordinates>-111.8907039,33.3858465,0.0 -111.8916652,33.3858537,0.0 -111.8968936,33.3858384,0.0 -111.8988453,33.3858332,0.0</coordinates></LineString>",,,,,,,
South la Rosa Drive,5639980,,,,41942095,41639399,,2,0.086877,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9307833,33.3673788,0.0 -111.9307833,33.3669834,0.0 -111.9307833,33.3665975,0.0</coordinates></LineString>",,,,,,,
East Westchester Drive,5689583,,,,41942095,41825505,,2,0.137899,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9307833,33.3673788,0.0 -111.9300952,33.3673821,0.0 -111.9292984,33.367386,0.0</coordinates></LineString>",,,,,,,
East Westchester Drive,5689583,,,,41942095,42304451,,2,0.24230700000000002,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9307833,33.3673788,0.0 -111.9329356,33.3673729,0.0 -111.9333925,33.3673716,0.0</coordinates></LineString>",,,,,,,
"['West 2nd Street', 'South Westfall Drive']","[624147216, 5601493]",,,,41614415,41996906,,2,0.39368499999999995,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9523025,33.4277598,0.0 -111.9524312,33.4277383,0.0 -111.9527755,33.4277391,0.0 -111.9534699,33.4277408,0.0 -111.95382,33.4277416,0.0 -111.9538647,33.427712,0.0 -111.9538859,33.4276732,0.0 -111.9538744,33.4271857,0.0 -111.9538736,33.4271512,0.0 -111.9538458,33.4258845,0.0 -111.9538452,33.4255944,0.0 -111.9538399,33.425492,0.0</coordinates></LineString>",,,,,,,
West 2nd Street,5601493,,,,41614415,41614417,,2,0.099768,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9523025,33.4277598,0.0 -111.952148,33.4277813,0.0 -111.9518584,33.427779,0.0 -111.9512296,33.4277741,0.0</coordinates></LineString>",,,,,,,
South Hardy Drive,536863174,,,,41614415,41543951,,2,0.16253199999999998,3,-1,,,,,,,,,"<LineString><coordinates>-111.9523025,33.4277598,0.0 -111.9522822,33.4268957,0.0 -111.9522764,33.426651,0.0 -111.9522722,33.4264743,0.0 -111.9522681,33.4262984,0.0</coordinates></LineString>",,,,,,,
South Hardy Drive,"[536863174, 536863175]",,,,41614415,1840684698,,2,0.14874600000000002,3,-1,,,,,,,,,"<LineString><coordinates>-111.9523025,33.4277598,0.0 -111.9523102,33.4282762,0.0 -111.9523137,33.4285141,0.0 -111.9523166,33.4287082,0.0 -111.9523224,33.4290974,0.0</coordinates></LineString>",,,,,,,
West 2nd Street,5601493,,,,41614417,41614415,,2,0.099768,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9512296,33.4277741,0.0 -111.9518584,33.427779,0.0 -111.952148,33.4277813,0.0 -111.9523025,33.4277598,0.0</coordinates></LineString>",,,,,,,
"['West 2nd Street', 'South Westfall Drive']","[5601493, 624147215]",,,,41614417,2626674345,,2,0.25104200000000004,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9512296,33.4277741,0.0 -111.950198,33.4277701,0.0 -111.9501116,33.4278094,0.0 -111.9500623,33.4278892,0.0 -111.9500629,33.4281306,0.0 -111.9500644,33.4287071,0.0 -111.9500654,33.429114,0.0</coordinates></LineString>",,,,,,,
South Carney Avenue,5629720,,,,41614417,41844609,,2,0.05656,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9512296,33.4277741,0.0 -111.9512357,33.4281363,0.0 -111.9512382,33.4282827,0.0</coordinates></LineString>",,,,,,,
East Northshore Drive,380663073,,,,41679954,5078563605,,2,0.011668,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9204264,33.3776125,0.0 -111.9203114,33.3776548,0.0</coordinates></LineString>",,,,,,,
South Lakeshore Drive,"[29191304, 536924977, 536924976, 5639925]",,,,41679954,41564200,,1,0.293994,1,56.35,,,,,,,,,"<LineString><coordinates>-111.9204264,33.3776125,0.0 -111.9202466,33.3773674,0.0 -111.9200299,33.3771632,0.0 -111.9197778,33.3769929,0.0 -111.9195279,33.3767904,0.0 -111.9193315,33.3765427,0.0 -111.9192091,33.3762614,0.0 -111.9191802,33.3759725,0.0 -111.9191722,33.3756574,0.0 -111.9191641,33.3753368,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,5646202,,,,42024015,42024021,,2,0.070236,2,-1,,,,,,,,,"<LineString><coordinates>-111.8998613,33.374589,0.0 -111.8997755,33.3743955,0.0 -111.8996982,33.3741805,0.0 -111.8996896,33.3739798,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,5646202,,,,42024015,41855869,,2,0.08490600000000001,2,-1,,,,,,,,,"<LineString><coordinates>-111.8998613,33.374589,0.0 -111.9000866,33.3748861,0.0 -111.9003505,33.3752341,0.0</coordinates></LineString>",,,,,,,
East Radcliffe Drive,5664109,,,,42024015,41855873,,2,0.203308,-1,-1,,,,,,,,,"<LineString><coordinates>-111.8998613,33.374589,0.0 -111.8993892,33.3747252,0.0 -111.8993628,33.3747271,0.0 -111.8989944,33.3747539,0.0 -111.8983593,33.3747467,0.0 -111.8981533,33.3747826,0.0 -111.8977327,33.3749116,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,5646202,,,,42024021,41740836,,2,0.086079,2,-1,,,,,,,,,"<LineString><coordinates>-111.8996896,33.3739798,0.0 -111.8996854,33.3735986,0.0 -111.8996811,33.3732057,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,5646202,,,,42024021,42024015,,2,0.070236,2,-1,,,,,,,,,"<LineString><coordinates>-111.8996896,33.3739798,0.0 -111.8996982,33.3741805,0.0 -111.8997755,33.3743955,0.0 -111.8998613,33.374589,0.0</coordinates></LineString>",,,,,,,
East Stanford Drive,5674223,,,,42024021,41855873,,2,0.264264,-1,-1,,,,,,,,,"<LineString><coordinates>-111.8996896,33.3739798,0.0 -111.8984537,33.373987,0.0 -111.8982048,33.3740013,0.0 -111.8979473,33.3740945,0.0 -111.8977756,33.374245,0.0 -111.8976726,33.3744672,0.0 -111.8976469,33.3746607,0.0 -111.8977327,33.3749116,0.0</coordinates></LineString>",,,,,,,
East Bayview Drive,5681286,,,,41679959,41679964,,2,0.33997299999999997,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9178252,33.377831,0.0 -111.9178166,33.3775444,0.0 -111.9177222,33.3773723,0.0 -111.9175591,33.377229,0.0 -111.9172673,33.3771716,0.0 -111.9157824,33.3771931,0.0 -111.9154562,33.3772577,0.0 -111.9151988,33.3773795,0.0 -111.914898,33.377646,0.0</coordinates></LineString>",,,,,,,
East Northshore Drive,380663073,,,,41679959,41679964,,2,0.27898500000000004,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9178252,33.377831,0.0 -111.9176363,33.3778382,0.0 -111.9163146,33.3778454,0.0 -111.9152846,33.3778454,0.0 -111.9150443,33.3777665,0.0 -111.914898,33.377646,0.0</coordinates></LineString>",,,,,,,
East Northshore Drive,380663073,,,,41679959,5078563605,,2,0.234326,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9178252,33.377831,0.0 -111.918512,33.3778285,0.0 -111.9191216,33.3778262,0.0 -111.9193959,33.3778252,0.0 -111.9197478,33.3778239,0.0 -111.9198728,33.3777978,0.0 -111.9199881,33.3777737,0.0 -111.9203114,33.3776548,0.0</coordinates></LineString>",,,,,,,
South Avenida del Yaqui,5682714,,,,42482776,42551776,,2,0.18415,5,56.35,,,,,,,,,"<LineString><coordinates>-111.9631616,33.3580493,0.0 -111.9631588,33.3563932,0.0</coordinates></LineString>",,,,,,,
West Bell de Mar Drive,5677074,,,,42482776,42323086,,2,0.13227599999999998,2,-1,,,,,,,,,"<LineString><coordinates>-111.9631616,33.3580493,0.0 -111.9635376,33.3580474,0.0 -111.9640829,33.3580446,0.0 -111.9644338,33.3580429,0.0 -111.9645858,33.3580421,0.0</coordinates></LineString>",,,,,,,
South Avenida del Yaqui,"[537091840, 5682714]",,,,42482776,320053583,,2,0.038763000000000006,5,56.35,,,,,,,,,"<LineString><coordinates>-111.9631616,33.3580493,0.0 -111.9631621,33.3580616,0.0 -111.9631628,33.3583979,0.0</coordinates></LineString>",,,,,,,
East Northshore Drive,380663073,,,,41679964,41602557,,2,0.076724,-1,-1,,,,,,,,,"<LineString><coordinates>-111.914898,33.377646,0.0 -111.9143147,33.3771573,0.0</coordinates></LineString>",,,,,,,
East Bayview Drive,5681286,,,,41679964,41679959,,2,0.33997299999999997,-1,-1,,,,,,,,,"<LineString><coordinates>-111.914898,33.377646,0.0 -111.9151988,33.3773795,0.0 -111.9154562,33.3772577,0.0 -111.9157824,33.3771931,0.0 -111.9172673,33.3771716,0.0 -111.9175591,33.377229,0.0 -111.9177222,33.3773723,0.0 -111.9178166,33.3775444,0.0 -111.9178252,33.377831,0.0</coordinates></LineString>",,,,,,,
East Northshore Drive,380663073,,,,41679964,41679959,,2,0.27898500000000004,-1,-1,,,,,,,,,"<LineString><coordinates>-111.914898,33.377646,0.0 -111.9150443,33.3777665,0.0 -111.9152846,33.3778454,0.0 -111.9163146,33.3778454,0.0 -111.9176363,33.3778382,0.0 -111.9178252,33.377831,0.0</coordinates></LineString>",,,,,,,
East Elliot Road,436892242,,,,3931749472,3931749478,,1,0.202179,3,72.45,,,,,,,,,"<LineString><coordinates>-111.9068487,33.3492277,0.0 -111.9069678,33.3492262,0.0 -111.9090251,33.3491998,0.0</coordinates></LineString>",,,,,,,
South Los Feliz Drive,"[537687454, 537687455]",,,,3931749472,3931743886,,2,0.014084,3,-1,,,,,,,,,"<LineString><coordinates>-111.9068487,33.3492277,0.0 -111.9068485,33.349166,0.0 -111.9068539,33.3491012,0.0</coordinates></LineString>",,,,,,,
South Los Feliz Drive,"[537687456, 537687457]",,,,3931749472,3931743884,,2,0.07282100000000001,3,-1,,,,,,,,,"<LineString><coordinates>-111.9068487,33.3492277,0.0 -111.9068489,33.3493073,0.0 -111.9068498,33.3496008,0.0 -111.9068551,33.3497621,0.0 -111.9068686,33.349882,0.0</coordinates></LineString>",,,,,,,
West Baseline Road,"[531642794, 436943482, 436943492]",,,,5025758305,41633364,,1,0.15832,5,72.45,,,,,,,,,"<LineString><coordinates>-111.9648702,33.3781691,0.0 -111.9644418,33.3781725,0.0 -111.9642968,33.3781736,0.0 -111.9641976,33.3781744,0.0 -111.9637169,33.3781782,0.0 -111.9633675,33.3781823,0.0 -111.963185,33.3782551,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,5646202,,,,42024033,41507053,,2,0.086966,2,-1,,,,,,,,,"<LineString><coordinates>-111.8996811,33.3724459,0.0 -111.8996811,33.3720552,0.0 -111.8996835,33.3716638,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,5646202,,,,42024033,41740836,,2,0.08448699999999999,2,-1,,,,,,,,,"<LineString><coordinates>-111.8996811,33.3724459,0.0 -111.8996811,33.372553,0.0 -111.8996811,33.372716,0.0 -111.8996811,33.3728078,0.0 -111.8996811,33.3732057,0.0</coordinates></LineString>",,,,,,,
East Cornell Drive,5661385,,,,42024033,42310971,,2,0.21073800000000004,-1,-1,,,,,,,,,"<LineString><coordinates>-111.8996811,33.3724459,0.0 -111.8979129,33.3724387,0.0 -111.897664,33.3724961,0.0 -111.8974838,33.3726322,0.0</coordinates></LineString>",,,,,,,
South Shutterfly Way,5646203,,,,3931749474,42024086,,2,0.5341039999999999,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9025449,33.349277,0.0 -111.9025398,33.3502358,0.0 -111.9025344,33.3512572,0.0 -111.9025342,33.352568,0.0 -111.9025341,33.3538762,0.0 -111.9024568,33.3540698,0.0</coordinates></LineString>",,,,,,,
South Shutterfly Way,458285418,,,,3931749474,3931749473,,2,0.014047,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9025449,33.349277,0.0 -111.9025452,33.3492226,0.0 -111.9025475,33.3491507,0.0</coordinates></LineString>",,,,,,,
East Elliot Road,"[519418904, 436892241, 458285419]",,,,3931749474,3931749472,,1,0.399798,3,72.45,,,,,,,,,"<LineString><coordinates>-111.9025449,33.349277,0.0 -111.9046732,33.3492569,0.0 -111.9062009,33.3492365,0.0 -111.906713,33.3492296,0.0 -111.9068487,33.3492277,0.0</coordinates></LineString>",,,,,,,
East Elliot Road,458285417,,,,3931749473,3931741102,,1,0.297516,3,72.45,,,,,,,,,"<LineString><coordinates>-111.9025475,33.3491507,0.0 -111.9022775,33.3491538,0.0 -111.8993448,33.3491905,0.0</coordinates></LineString>",,,,,,,
South Shutterfly Way,458285418,,,,3931749473,3931749474,,2,0.014047,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9025475,33.3491507,0.0 -111.9025452,33.3492226,0.0 -111.9025449,33.349277,0.0</coordinates></LineString>",,,,,,,
South Kachina Drive,5646049,,,,3931749478,41589345,,2,0.0068449999999999995,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9090251,33.3491998,0.0 -111.9090284,33.3491383,0.0</coordinates></LineString>",,,,,,,
South Kachina Drive,5646049,,,,3931749478,42022189,,2,0.060793,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9090251,33.3491998,0.0 -111.9090315,33.3497465,0.0</coordinates></LineString>",,,,,,,
East Elliot Road,"[436892242, 436892239]",,,,3931749478,3940114065,,1,0.20222800000000002,3,72.45,,,,,,,,,"<LineString><coordinates>-111.9090251,33.3491998,0.0 -111.9097798,33.3491925,0.0 -111.9102215,33.3491883,0.0 -111.9109772,33.3491811,0.0 -111.9112021,33.3491771,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,5646202,,,,42024050,41859260,,2,0.178458,2,-1,,,,,,,,,"<LineString><coordinates>-111.8995952,33.3683315,0.0 -111.899415,33.368654,0.0 -111.8993291,33.3689121,0.0 -111.8993206,33.3692275,0.0 -111.8993463,33.3694568,0.0 -111.8995008,33.3698726,0.0</coordinates></LineString>",,,,,,,
East Watson Drive,32730746,,,,42024050,42414446,,2,0.085346,-1,-1,,,,,,,,,"<LineString><coordinates>-111.8995952,33.3683315,0.0 -111.8991869,33.3681118,0.0 -111.8988227,33.3679157,0.0</coordinates></LineString>",,,,,,,
East Watson Drive,32730762,,,,42024050,320996660,,2,0.09611,2,-1,,,,,,,,,"<LineString><coordinates>-111.8995952,33.3683315,0.0 -111.8997411,33.3681594,0.0 -111.8999033,33.368024,0.0 -111.8999557,33.3679802,0.0 -111.900136,33.3678655,0.0 -111.9003419,33.3677437,0.0</coordinates></LineString>",,,,,,,
West 2nd Street,5601500,,,,41614453,904384725,,2,0.142535,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9566936,33.4277937,0.0 -111.9567166,33.4290754,0.0</coordinates></LineString>",,,,,,,
South Beck Avenue,5670769,,,,41614453,41707812,,2,0.05589,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9566936,33.4277937,0.0 -111.9566868,33.4272911,0.0</coordinates></LineString>",,,,,,,
West 2nd Street,5601500,,,,41614453,41578406,,2,0.080952,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9566936,33.4277937,0.0 -111.9565662,33.427807,0.0 -111.9558279,33.4278832,0.0</coordinates></LineString>",,,,,,,
East McKellips Road,"[5595153, 436895668]",,,,41565303,41565304,,2,0.17068799999999998,5,-1,,,,,,,,,"<LineString><coordinates>-111.9352163,33.4510986,0.0 -111.9350951,33.4511035,0.0 -111.9344178,33.4511127,0.0 -111.9333769,33.4511268,0.0</coordinates></LineString>",,,,,,,
